smiles,molskill_score
C#CCN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1cc(F)c(C(=O)N[C@H](CCC(=O)O)C(=O)O)c(F)c1,1.3652104139328003
C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,2.748833179473877
C#CCN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(Cl)c1,1.0999797582626343
Cc1nc2ccc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,0.9961167573928833
C#CCN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-1.149208664894104
C#CCN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1ccc(C(=O)N[C@H](CSCCC(=O)O)C(=O)O)cc1,-1.1334929466247559
Cc1nc2ccc(CN(C)c3ccc(C(=O)NC(C(=O)O)C(C)CC(=O)O)cc3)cc2c(=O)[nH]1,3.512211799621582
C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCCC(=O)O)C(=O)O)cc1,7.847161769866943
C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CC(=O)NCC(=O)O)C(=O)O)cc1,4.624965667724609
C#CCN(Cc1cc(Cl)c2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,4.328521251678467
Cc1nc2ccc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)CC(=O)O)cc3)cc2c(=O)[nH]1,-0.1998882293701172
C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(N)c1,5.317226886749268
Cc1nc2ccc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3F)cc2c(=O)[nH]1,7.390063762664795
C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(O)c1,5.623220920562744
C#CCN(Cc1ccc2[nH]c(C)nc(=O)c2c1)C(=O)NC(CSCC(N)=O)c1cccc([N+](=O)[O-])c1,10.172965049743652
C#CCN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1ccc(C(=O)N[C@H](c2nc(C)cs2)C(C)C)cc1,-1.0591182708740234
C#CCN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](c2nc(C)cs2)C(C)C)cc1,-1.0591182708740234
CCN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1ccc(C(=O)N[C@H](C(=O)O)C(C)C)cc1,-4.648838520050049
