model,validity_mean,uniqueness_mean,fragment_incorporation_mean,novelty_mean,nonidenticality_mean,effective_novelty_mean,effective_hit_rate_mean,effective_medchem_pass_mean,avg_top_10_mean,avg_top_100_mean,mean_qed_novel_mean,mean_sa_novel_mean,fraction_lipinski_mean,fraction_pains_free_mean,avg_gen_time_per_mol_mean,avg_eval_time_per_mol_mean,avg_time_per_mol_mean
A2C,0.5005989949598196,0.9024464214325636,0.9279761012350916,0.9088952707518683,0.0009603056701511139,0.0003087532563801281,0.38702925599935334,0.9575546561474292,0.9866354714671682,0.6621718837847953,0.5831714775747441,2.8564406258969703,0.8291582590967178,0.989125166036633,0.06701428571428572,2.8294400000000004,2.8964542857142854
AHC,0.4428099715364061,0.9359700842976488,0.9249987671735287,0.9188830963954578,0.0008650709665092442,0.0004751547199338071,0.3556151575860866,0.9447724953171821,0.9751091693784512,0.6452366601290053,0.5747976933680811,2.850648763326599,0.8147447044459952,0.9903425304886275,0.07327428571428572,6.587817142857143,6.661085714285714
GenMol,1.0,0.6337714285714285,0.6010058419306924,0.9978117696162612,0.016457142857142854,0.01565714285714286,0.3733142857142857,0.8608660222729895,0.9711368974226309,0.6754693237679581,0.6097652078337074,2.8750599142840145,0.8406818367160822,0.993065022960382,0.4085885714285714,2.2122057142857146,2.6207885714285717
Libinvent,1.0,0.9988571428571429,0.9614387874811287,1.0,0.00011472081218274112,0.00011472081218274112,0.9603112400290066,0.8835548162804957,1.4305466675895797,1.0839435946813076,0.4760152980832854,2.9267311391852,0.5622200008847463,0.9948226346328314,0.018134285714285714,2.8975771428571426,2.915702857142857
PPO,0.5281037763519643,0.8628721042479494,0.9593694804775474,0.8975705278686872,0.0009724004993872446,0.0004755326872029859,0.43092222282801645,0.9484106770118849,0.9737087215429264,0.6684852323000255,0.6024201183450554,2.8964594528397307,0.8080262467573156,0.9962995990785137,0.05992000000000001,3.2702714285714287,3.3301914285714287
PPOD,0.5461443361084145,0.8850485749099205,0.9509993368536414,0.9102722812690721,0.0005978953117955959,0.000398109804217135,0.44174248066647875,0.9638372673741881,0.9912118002034738,0.6909577391970184,0.6022868436653005,2.9470970210802316,0.8102989154614983,0.9918755733231982,0.08016500000000001,5.391221428571429,5.4713899999999995
REINFORCE,0.5498298776834456,0.9120004642747055,0.9286106990910951,0.8981360869416122,0.0004965877598056501,0.0003637955511964738,0.42427399014421024,0.9523526639753227,0.9361706943354801,0.6434605212102111,0.6126368887646174,2.787179528827512,0.8638472898157162,0.9888821608052404,0.055317142857142856,3.910668571428572,3.9659771428571426
REINVENT,0.5479741953815495,0.8984959043658174,0.9278076868114218,0.9621375061596614,0.0005603325353750273,0.00039148869417168135,0.42129844878959466,0.962567765832513,0.9592392563089948,0.6631660705534248,0.6046864170868667,2.8079941601290055,0.8827819940438164,0.9932423969376372,0.07294857142857143,5.577414285714285,5.650362857142858
invirtuogen,0.4140893454551016,0.5234142247371395,0.8024745025987492,1.0,0.541291378240985,0.05761910503758754,0.1775527703311091,0.8931804344525657,0.6867678696614109,0.33494250400908615,0.5882756591097339,3.167209047134888,0.8810990311766894,0.9848067723968811,0.09545119047619048,2.4838464285714283,2.579277380952381
