model,target,validity_mean,validity_std,uniqueness_mean,uniqueness_std,internal_diversity_mean,internal_diversity_std,scaffold_diversity_mean,scaffold_diversity_std,mean_qed_mean,mean_qed_std,mean_sa_mean,mean_sa_std,fragment_incorporation_mean,fragment_incorporation_std,fraction_medchem_pass_mean,fraction_medchem_pass_std,fraction_pains_free_mean,fraction_pains_free_std,fraction_bms_free_mean,fraction_bms_free_std,fraction_lipinski_mean,fraction_lipinski_std,novelty_mean,novelty_std,nonidenticality_mean,nonidenticality_std,effective_novelty_mean,effective_novelty_std,snn_mean,snn_std,effective_hit_rate_mean,effective_hit_rate_std,effective_medchem_pass_mean,effective_medchem_pass_std,mean_qed_novel_mean,mean_qed_novel_std,mean_sa_novel_mean,mean_sa_novel_std,avg_top_1_mean,avg_top_1_std,avg_top_10_mean,avg_top_10_std,avg_top_100_mean,avg_top_100_std,avg_top_1_norm_mean,avg_top_1_norm_std,avg_top_10_norm_mean,avg_top_10_norm_std,avg_top_100_norm_mean,avg_top_100_norm_std,auc_top_10_mean,auc_top_10_std,valid_pose_rate_mean,valid_pose_rate_std,oracle_efficiency_80_mean,oracle_efficiency_80_std,oracle_efficiency_100_mean,oracle_efficiency_100_std,avg_top_1_filtered_mean,avg_top_1_filtered_std,avg_top_10_filtered_mean,avg_top_10_filtered_std,avg_top_100_filtered_mean,avg_top_100_filtered_std,auc_top_10_filtered_mean,auc_top_10_filtered_std,n_molecules_total_mean,n_molecules_total_std,n_molecules_attempted_mean,n_molecules_attempted_std,total_gen_time_mean,total_gen_time_std,avg_gen_time_per_mol_mean,avg_gen_time_per_mol_std,total_eval_time_mean,total_eval_time_std,avg_eval_time_per_mol_mean,avg_eval_time_per_mol_std,total_time_mean,total_time_std,avg_time_per_mol_mean,avg_time_per_mol_std
A2C,CHK1,0.21296496742052126,0.0429838461385078,0.6863792748893488,0.10118407756753442,0.7168920343043794,0.008488763755799754,0.5901094251358512,0.06499871191887988,0.5201685413269893,0.012755212381803311,2.664042258621114,0.04745379559746551,1.0,0.0,0.9632217826989171,0.018272106751637266,0.9933879781420766,0.009054399118128572,0.97393390317617,0.014678923276445268,0.9528480064059769,0.024995863753752717,0.9964736718724738,0.0032311329505083928,0.0,0.0,0.0,0.0,0.33790071437795854,0.021117031986240733,0.14528058044831824,0.03401248224661887,0.9630737723246048,0.018353702122354786,0.5199077543861292,0.012917245643481998,2.6661572099707995,0.048482773871626354,0.9386915887850467,0.06538583858261453,0.7813457943925234,0.05399951151909443,0.4177158878504673,0.07361095025574924,0.977943925233645,0.12723604890438225,0.7852710280373832,0.05190634349542523,0.41810841121495324,0.07389275773297335,0.7057291051707931,0.06126341490336983,1.0,0.0,115.8,29.727092020579477,1007.0,4.63680924774785,0.9386915887850467,0.06538583858261453,0.7813457943925234,0.05399951151909443,0.4177158878504673,0.07361095025574924,0.7130189095387919,0.057324301030935165,1007.0,4.63680924774785,207.4,40.63619076635998,152.166,2.2342403630764545,0.15112,0.001996747355075249,423.95799999999997,46.62034877604414,2.07684,0.21659369335232265,576.124,48.41898212478244,2.22794,0.21521972028603695
A2C,DPP4,0.6367063492063492,0.030036759938346445,0.9972078584286687,0.0012246936216447257,0.7537197424317041,0.004439165779044178,0.7854352707193878,0.04809182769697087,0.6622406118879203,0.008579463430394852,3.5184673151890777,0.029928104450281996,0.7068429067963163,0.05859990712437021,0.9527820469869672,0.012475510710144843,0.9936983044612875,0.004098290800994524,0.9497057391706818,0.0041556451219301495,0.8566469079035256,0.015529790939739331,1.0,0.0,0.00367254170130363,0.0038704639554655064,0.0023809523809523807,0.0024900596027799867,0.30813675445180183,0.002862208934163943,0.44841269841269843,0.037377234590842266,0.9527820469869672,0.012475510710144843,0.6622406118879203,0.008579463430394852,3.5184673151890777,0.029928104450281996,1.0,0.0,1.0,0.0,0.7696152623211445,0.05267388032020058,1.1987281399046104,0.16819493217677658,1.2161367249602542,0.01972200328092111,0.8190937996820349,0.06040954719824382,0.8959178453663746,0.034877093237927856,1.0,0.0,198.0,88.09370011527498,470.2,200.7503424654613,1.0,0.0,1.0,0.0,0.7696152623211445,0.05267388032020058,0.8962124869968007,0.0348554119798549,1008.0,0.0,429.6,38.66264346885763,128.76,0.82948779376191,0.12774000000000002,0.0008173126696680937,623.322,41.21257235359127,1.45484,0.0820735828388161,752.0840000000001,40.880861414603295,1.5825600000000002,0.08276556047052419
A2C,ITK,0.9253968253968254,0.01691460980759859,0.9995659951045001,0.0005944744028107313,0.8193553866237318,0.00290778532218464,0.9241109017750301,0.007084083683715086,0.6287525391111101,0.011136488727150097,2.872685002156942,0.034733983977369286,0.8309844058568492,0.04384786107948403,0.9645845526825443,0.006240723583722935,0.985870929495619,0.002363632565230269,0.976164895997135,0.0041305863489511105,0.9283022412569242,0.007436102165626486,1.0,0.0,0.00021413276231263385,0.00047881541274085435,0.0001984126984126984,0.00044366428124995825,0.24090774748177904,0.00294836052346775,0.7686507936507937,0.042994250847596845,0.9645845526825443,0.006240723583722935,0.6287525391111101,0.011136488727150097,2.872685002156942,0.034733983977369286,1.0,0.0,1.0,0.0,0.9250511551155116,0.04573421901306844,1.2112211221122113,0.23960444339839876,1.2564356435643569,0.02849910706625239,1.0411551155115513,0.1022063426420854,0.9437513347305064,0.008412741232306072,1.0,0.0,78.6,14.258330898110062,214.2,84.65045776603928,1.0,0.0,1.0,0.0,0.9250511551155116,0.04573421901306844,0.9437644130886067,0.00843208979357658,1008.0,0.0,741.2,42.53469172334507,86.072,0.9716583761796067,0.0854,0.0009591663046625444,1160.634,181.879933005266,1.5633000000000001,0.19553711923826633,1246.7040000000002,182.43135374710127,1.6486800000000001,0.19630084564260042
A2C,PEPCK,0.9473863365128494,0.00896156651171753,0.6115097527211107,0.03343916851739904,0.4576895285212334,0.011391742853138896,0.23269790766065385,0.02613161930922469,0.36822552476130965,0.0017075352349166396,2.7779950682306467,0.030198605206809826,1.0,0.0,0.946597382594233,0.012119235196587553,0.999650959860384,0.0007804774790574993,0.9840555044482608,0.0034255259522334215,0.49426154199201466,0.01257511862422996,0.9968864742032872,0.0008259001881779193,0.0,0.0,0.0,0.0,0.6363077749103264,0.011736354890036228,0.5774792904867487,0.03082159225574139,0.9464268471729754,0.012180380249275105,0.36802691702101314,0.0017684208882575072,2.778964005295606,0.030228025269835136,1.0,0.0,1.0,0.0,0.9999699604743082,0.00006717042145857921,1.097233201581028,0.06622175484129442,1.1571541501976286,0.044953068060452045,1.1449486166007905,0.018408863364451383,0.9803271055186121,0.0038901864860155315,1.0,0.0,30.4,6.730527468185536,124.4,41.33158598457117,1.0,0.0,1.0,0.0,0.9999699604743082,0.00006717042145857921,0.982174150176783,0.0037397458976560537,1003.6,2.1908902300206736,916.0,13.36038921588739,131.108,1.2084783820987464,0.13064,0.0011802542099056481,2413.284,83.11451425593478,2.63464,0.08415731103118734,2544.3900000000003,83.68847381808317,2.7652799999999997,0.08427474117432804
A2C,PptT,0.08488606185670419,0.09334074037900805,0.8720712782908361,0.12707864265546157,0.5801071240918894,0.03951942024631359,0.5262384890466191,0.12874961092944967,0.5344609697544555,0.11745668508137157,2.763104858223514,0.3129572732996523,1.0,0.0,0.8690022981208045,0.09834476544015974,1.0,0.0,0.9770203113723064,0.0432392464900189,0.8148044969367433,0.1255353717588834,0.4599099337424911,0.39778514729589265,0.0,0.0,0.0,0.0,0.6988493290977573,0.25969644080731663,0.052410247083449865,0.07272009935369532,0.9166117216117217,0.17705095618120353,0.6567267188021211,0.04066596119741032,2.4518415062038805,0.24222219781057955,0.7420733078479875,0.021312357055869795,0.4713964470429503,0.024949325554987307,0.2989044424455939,0.06203697296924427,0.7420733078479875,0.021312357055869795,0.4713964470429503,0.024949325554987307,0.28281244534392735,0.06402236388856082,0.4618498547864309,0.019385568984419094,1.0,0.0,13.0,0.0,1024.4,11.567194992737015,0.7420733078479875,0.021312357055869795,0.4713964470429503,0.024949325554987307,0.2989044424455939,0.06203697296924427,0.4632770367866483,0.019460684497376538,1024.4,11.567194992737015,77.2,88.14022918055069,0.0,0.0,0.0,0.0,172.44599999999997,130.94406221742167,3.73058,1.6593302013161817,172.44599999999997,130.94406221742167,3.73058,1.6593302013161817
A2C,TTK,0.6993517599029019,0.04842827882603882,0.9911939750922321,0.0046962137325003515,0.7202092556149012,0.006153123228832753,0.678500733944648,0.033294806061388446,0.6300729198432625,0.027943022729827918,2.7634843205655826,0.046149665249476834,1.0,0.0,0.947823255966993,0.01494858683348194,0.9952382016128695,0.004776422896596803,0.9556899858506684,0.010700812432227137,0.9137704428076274,0.03933775484251856,1.0,0.0,0.0002631578947368421,0.0005884389414473131,0.0001984126984126984,0.00044366428124995825,0.2972199078008593,0.0023844337942413372,0.6931999810847874,0.04840238970756983,0.947823255966993,0.01494858683348194,0.6300729198432625,0.027943022729827918,2.7634843205655826,0.046149665249476834,0.9926977687626775,0.016328285434075565,0.8513083164300201,0.06177482622416956,0.5272606490872211,0.06389110669331885,1.095841784989858,0.09680486209677866,0.8657707910750506,0.0760221313115069,0.5287068965517242,0.06533721661843922,0.7149634659042021,0.0861410540929397,1.0,0.0,245.0,130.44730736968089,1007.8,0.44721359549995315,0.9926977687626775,0.016328285434075565,0.8513083164300201,0.06177482622416956,0.5272606490872211,0.06389110669331885,0.7156443448152462,0.08632002677333163,1007.8,0.44721359549995315,664.2,51.92976025363491,119.016,1.662086038687533,0.11808,0.0016468151080191145,1138.2,131.83136804266275,1.7183199999999998,0.20055696696948722,1257.2220000000002,133.27045253918808,1.8364,0.2015852425154183
A2C,VEGFR2,0.0027864747430016786,0.0022731878958909945,0.8,0.4472135954999579,0.5862790637530872,0.3279350368557368,0.8,0.4472135954999579,0.4325538318249941,0.25118686604426094,2.623622099736292,1.472277450051356,0.8,0.4472135954999579,0.6333333333333333,0.4149966532662911,0.7333333333333333,0.4346134936801766,0.7,0.4472135954999579,0.6666666666666667,0.42491829279939874,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,0.16088323800333168,0.09061255248143993,0.0027864747430016786,0.0022731878958909945,0.6333333333333333,0.4149966532662911,0.4325538318249941,0.25118686604426094,2.623622099736292,1.472277450051356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.8,1.9235384061671241,1005.8,1.9235384061671241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.8,1.9235384061671241,2.2,1.7888543819998317,71.264,0.7178300634551296,0.07086,0.000770064932327135,14.530000000000001,12.315281157976052,5.14508,2.907490212709236,85.792,12.693022492692592,5.21592,2.907879994428931
AHC,CHK1,0.31501394670602617,0.021487926239839143,0.8915877087060926,0.020287848867947347,0.7275099476228857,0.003202436160563779,0.6354111231668776,0.036266763171242014,0.5057826036707783,0.011220021663680038,2.7185048986442935,0.024454144474641087,1.0,0.0,0.9602106006142049,0.007520743330604726,0.9880181848987053,0.005851893118617464,0.9756329377301902,0.004634222580509209,0.9545485872248468,0.010974724249089162,0.9985400682011936,0.001999182703270891,0.0006006006006006006,0.001342983770270144,0.00019723865877712034,0.00044103904881652656,0.3347225904749063,0.0035430260139962966,0.28066323294533174,0.023310052954520454,0.9601410726031843,0.007609382919746734,0.5056738747355937,0.011108514496785911,2.7194271487054364,0.02417859949171635,1.0,0.0,0.8768224299065421,0.0384395147812742,0.5917532710280377,0.022734829237909388,1.1398130841121497,0.1433317049363767,0.8944672897196263,0.048350302674475924,0.593517757009346,0.02414651756299708,0.6670823757395479,0.0298968342420538,1.0,0.0,341.0,108.74971264329851,1029.0,51.68171823769022,1.0,0.0,0.8768224299065421,0.0384395147812742,0.5917532710280377,0.022734829237909388,0.6684127373606887,0.029468373158941685,1029.0,51.68171823769022,303.0,24.20743687382041,76.264,2.6424666506883248,0.07418,0.002485357117196638,627.418,52.86366776908304,2.07114,0.08555415244159682,703.684,50.87034185063045,2.14536,0.08555830175967728
AHC,DPP4,0.6559394457446287,0.04604792924468257,0.986636796668491,0.006307119857265931,0.7362421349735389,0.005072332999645297,0.7342212092458497,0.036175129229645886,0.6959821653167257,0.018186008773508514,3.4094699186932687,0.043903151324264214,0.7122799384041103,0.013362975692265907,0.9597900709879525,0.013386164842605337,0.9948389386663763,0.0014108594360651944,0.9589897132725772,0.010622460814924586,0.8915898448183761,0.027949329106423025,1.0,0.0,0.003355909394340154,0.002200985275403326,0.002152838795528053,0.0012792314411370026,0.3231537761133497,0.0018012471003519717,0.46134087367761045,0.03901025649540998,0.9597900709879525,0.013386164842605337,0.6959821653167257,0.018186008773508514,3.4094699186932687,0.043903151324264214,1.0,0.0,1.0,0.0,0.751007949125596,0.04194315855257801,1.108108108108108,0.05217134124995365,1.2027027027027024,0.07088997939464721,0.786303656597774,0.04534660545331144,0.8391092733618095,0.01570673896060323,1.0,0.0,205.0,46.71723450719231,729.6,106.93596214557571,1.0,0.0,1.0,0.0,0.751007949125596,0.04194315855257801,0.8391092733618095,0.01570673896060323,1022.6,1.6733200530681502,450.6,40.67923303111798,62.044000000000004,2.0751216831790864,0.060660000000000006,0.0019969977466186566,648.3019999999999,151.1795135592121,1.43566,0.30118652526300044,710.344,152.04749235025216,1.49634,0.30248906261218766
AHC,ITK,0.9408203125,0.00973138528777586,0.9991644724068649,0.0011441143337619652,0.8253962124144998,0.0020800830120646712,0.96244935089281,0.011720523449826919,0.5884912298162812,0.015135437534635485,2.939706016145759,0.052194314225389796,0.7000280948539073,0.019356405964851844,0.9565629233167414,0.008511091328880527,0.9842122925453571,0.0014971919322484615,0.9713043850572424,0.005953139023695849,0.8694207191676302,0.030346502875190414,1.0,0.0,0.0,0.0,0.0,0.0,0.22875082989183898,0.004243101566103388,0.6580078125,0.017433760484722508,0.9565629233167414,0.008511091328880527,0.5884912298162812,0.015135437534635485,2.939706016145759,0.052194314225389796,1.0,0.0,1.0,0.0,0.8734983498349835,0.057845590820103675,1.2673267326732676,0.15626004090427179,1.216666666666667,0.03848415141225913,0.9644389438943897,0.09845809343690443,0.8612074889129537,0.013565000529236794,1.0,0.0,213.4,28.00535663047339,501.8,54.42150310309336,1.0,0.0,1.0,0.0,0.8734983498349835,0.057845590820103675,0.8612074889129537,0.013565000529236794,1024.0,0.0,627.2,20.63249863685929,43.71,1.3129546831478986,0.0427,0.001301921656629154,1363.118,170.0798511582133,2.16928,0.21554869983370353,1406.828,171.0646824157459,2.21198,0.2165487404719777
